iter,tiempo_ms,gflops
431,240.322600,1143.787172
432,239.874500,1145.923835
433,240.093100,1144.880494
434,239.806200,1146.250209
435,240.047300,1145.098932
436,239.779300,1146.378803
437,239.709200,1146.714047
438,240.186600,1144.434814
439,239.740100,1146.566248
440,240.268100,1144.046617
441,239.813700,1146.214361
442,240.277100,1144.003765
443,239.843300,1146.072902
444,239.908900,1145.759523
445,240.275200,1144.012811
446,239.754800,1146.495949
447,240.201900,1144.361918
448,239.759600,1146.472996
449,240.255700,1144.105663
450,239.846700,1146.056656
451,239.785000,1146.351552
452,240.156900,1144.576345
453,239.867000,1145.959665
454,240.161400,1144.554899
455,239.783000,1146.361114
456,239.888400,1145.857436
457,239.709200,1146.714047
458,240.180900,1144.461974
459,239.778400,1146.383106
460,240.188600,1144.425285
461,239.763600,1146.453869
462,240.253200,1144.117568
463,239.687000,1146.820257
464,239.931900,1145.649690
465,239.818000,1146.193809
466,239.678900,1146.859014
467,240.221200,1144.269977
468,239.868600,1145.952021
469,240.176300,1144.483893
470,239.861700,1145.984986
471,239.889400,1145.852659
472,239.869900,1145.945810
473,239.699000,1146.762844
474,240.166800,1144.529164
475,239.711600,1146.702567
476,240.217800,1144.286173
477,239.770400,1146.421355
478,240.147600,1144.620671
479,239.704600,1146.736053
480,240.262500,1144.073282
481,239.729900,1146.615032
482,239.850500,1146.038499
483,239.910200,1145.753315
484,239.737600,1146.578204
485,240.240100,1144.179956
486,239.690600,1146.803033
487,240.184700,1144.443867
488,239.790800,1146.323825
489,240.301500,1143.887603
490,239.831300,1146.130246
491,239.717300,1146.675300
492,239.772700,1146.410358
493,239.715400,1146.684389
494,240.152800,1144.595886
495,239.775400,1146.397449
496,240.208800,1144.329046
497,240.764500,1141.687861
498,239.791500,1146.320478
499,240.247000,1144.147094
500,239.721800,1146.653775
501,240.180500,1144.463880
502,239.868400,1145.952976
503,240.295800,1143.914737
504,239.881200,1145.891829
505,239.809400,1146.234914
506,239.831800,1146.127857
507,239.776000,1146.394581
508,240.228500,1144.235205
509,239.887800,1145.860302
510,240.228900,1144.233300
511,239.876900,1145.912370
